일자,언론사,제목,중요키워드
20170601,경상일보,대통령공약 적절히 녹여낸 창간 특집호 의제 돋보여,"경상일보,울산,지방분권,문재인_정부,일자리,근로자,특집호,피플면,지속_보도,창간_특집호,창간_특집호_의제,문재인,정부_출범,만큼,대통령_공약,이날_문재인_정부,최성식,태화강공원,미세먼지,만큼_미세먼지,기사들,싣길,지역사회_미담기사_지속_보도,지역사회,경상일보_제14기,주년,미세먼지_심층적,대통령공약,창간28주년_특집호,태화강공원_국가정원_지정_앞장을,이날_문재인,지방분권_개헌,최현정,폴리텍대,최성식_한국직업인성개발원,만큼_선제적,대통령공약_선제적_점검,신고리,창간28주년_특집호_핵심의제,태화강공원_국가정원,이경식,유니스트,국제로타리,청계천,이승억,지정_앞장을,신명준_대득종합건설_대표,과거_노무현_정부시절_국가,석탄공장_근로자,앞장을"
20170601,한국경제,"문 대통령 ""헌법상 총리 권한 보장""…이 총리 ""소통·통합의 내각 될 것""","총리_임명동의안,초대_총리,총리_인준,문재인_정부,임명동의안,초대_내각,한국당,초대_총리_인준안,문재인,총리_소통,초대_총리_인준_절차,문재인_대통령,출석_의원,이낙연,헌법상_총리,헌법상_총리_권한,본회의,지명_철회,총리_임명동의안_가결_요건,출석_의원_과반수_찬성,임명동의안_상정_철회,임명동의안_표결,임명동의안_상정,이낙연_국무총리_임명동의안,민생_총리,총리_책임,내각_후속,초대_내각_구성,현장_총리,내각_후속_인사,재적_의원_과반수_출석,국민의당,정우택_한국당,재적_의원,협치,과거_정부,김영삼_정부,인준_절차,이날_본회의,권한_보장,2명,출석_의원_188명,노무현_정부,이명박_정부,박근혜_정부,김대중_정부,갈등_해결_총리,인준안,이낙연_국무총리,과반수_출석"
20170601,전남일보,한전KDN '에너지ICT4.0 전략위원회' 출범,"전략위원회,한전kdn,빅데이터,위원장,위원회,한전kdn_에너지ict4.0_전략위원회,에너지ict4.0_전략위원회,한전kdn_에너지ict4.0,5대,다목적실,kdn_에너지ict4.0_전략위원회,한전kdn_본관,스마트그리드_분야,빅데이터_앤_클라우드,지난달_30일,실행력,신재생에너지,핵심역량,3층_다목적실,산업혁명,클라우드,kdn_에너지ict4.0,처장급,사물인터넷,임수경,3층,4차,kdn,정보보안_인공지능,스마트그리드,즉시_실행,4차_산업혁명,임수경_사장,5대_중점분야,이날_회의,cloud,ai,iot,bigdata,ict,에너지,활동,분야,전략,회의,출범,지능,인터넷,인공,보안"
20170601,세계일보,경주에 VR체험존 들어선다,"경주,vr,경주_관광,체험존,체험존_운영,가상현실_콘텐츠,경주_관광_활성화,vs,체험_기회,캠프_vr,개인_대_개인,1층,가상현실,쓰리디팩토리,4차,활성화,체험존_운영_인력_채용,네트워크,경주_보문,수원대학교,4인,민자,vr_사격게임,사업비,신성장,화백컨벤션센터_지하_1층,vr체험존_구축,2개월,4인_네트워크,원거리_지역,사업화_기회,산업성장,4차_산업혁명시대_신성장_동력,문화_가치,화백컨벤션센터_지하,개인_대_인공지능,신성장_동력,유통_수요,2개월_정도,플레이어_간_pvp,문화_가치_증대,유통_수요_확산,2개월_정도_시범운영,4차_산업혁명시대,지역경제_활성화,트러스트스튜디오,일자리,미디어크리에이트,400여평_규모,중국"
20170601,서울신문,3D프린팅 자율차로 출근하고 스마트십 메카된 ‘2030 울산’,"울산,이씨,무인_선박,자동차,무인_자율주행,무인_자율주행_선박_분야,미래_자동차,2030년_울산,조선,바이오메디컬,스마트십,해저도시,4차,자율주행_차량,절단_작업,선박_분야,산업혁명,4차_산업혁명,탐사_로봇,6시_울산,무인_항해,건강_자료,미래_자동차_부품_도시,현대중공업,이용한_선박,강철_자재_절단_작업,자율주행_전기차,해저도시_건설,도로망_자동,융합_스마트_조선,게놈,산업도시_울산,출근_준비,첨단기술,인공지능,조선업,차량_접촉,회의_자료,산업_현장,실시간_건강,밀폐공간_작업,운전자,야외_야드_공정,야외_야드,울산형_4차_산업혁명,4차_산업혁명_시대,조립_작업,날_울산_동구_현대중공업,전기차,대형_블록_생산"
20170601,서울신문,‘美·英처럼’ 택시표시등 디지털광고 시행,"디지털_광고,택시_표시등_디지털광고_시범사업,택시_표시등,행자부,광고_운영,시범_사업,디지털_산업,사업_확대,표시등,행자부_관계자,관계자,대전광역시_택시,디지털_옥외광고_산업,택시표시등_디지털광고,택시표시등_디지털광고_시행,동남아_지역,디지털_옥외광고,택시_상단_표시등,시범_운영,택시표시등_디자,디지털_산업_간_융합,32가지_광고,사업_확대_여부,4차,택시_200대,11월_택시,표시등_양면,전광판,택시표시등_디지털광고_시범사업,사업_대상,디자,표시_방법,산업혁명,긴급_상황_시_광고,대전_지역,국내_옥외광고_산업,대전광역시_택시_200대,4차_산업혁명,동남아_지역_국가,영국,뉴욕,송출_가능,런던,디지털광고_시범사업,표시등_광고물,택시업계_관계자,미국,전광판_양면,대전광역시,영국_런던"
20170601,영남일보,"경북도 2020년까지 스마트팩토리 1,800개 육성","스마트팩토리,스마트팩토리_1천,1천,스마트팩토리_공장,스마트팩토리_비전,스마트팩토리_협의체,스마트팩토리_산업,스마트팩토리_수요,스마트팩토리_성과,스마트팩토리_전문가_1천,스마트팩토리_아카데미,스마트팩토리_전문가,경북도,스마트공장_확산_사업,구미코,스마트팩토리_공급업체_육성,800개_육성,한국형_스마트팩토리,스마트공장_확산,신산업,스마트팩토리_공급업체,800개,선포식,경북도_2020년,협의체,하드웨어,스타트업,산업혁명,구미시,스마트공장_확산사업_포함,4차,31일_구미시_산동면_구미코,하드웨어_스타트업,신산업_생태계_구축,31일_구미시,4차_산업혁명,한편_2020년,스마트공장_확산사업,하드웨어_스타트업_활성화,산동면_구미코,4차_산업혁명_선도지역,전문가,개방형_플랫폼,신산업_생태계,표준화,정책제안,구미,이날_선포식,400여개,관계자"
20170601,YTN,"국정기획위, 오늘 4차 산업혁명 합동 업무보고","산업혁명,4차,4차_산업혁명,산업혁명_합동,업무보고,오늘_4차_산업혁명,신산업,국정기획자문위원회,오늘_합동_업무보고,부처별_합동_업무보고,조성_방안,부처별_합동,창업_국가_조성_방안,혁신적_창업국가_조성_방안,미래형_신산업,일자리,미래형_신산업_육성,문재인_정부_국정기획자문위원회,문재인,공공부문_일자리_창출,공공부문_일자리,문재인_정부,창업_국가,국토교통부,행정자치부,산업통상자원부,중소기업청,혁신적_창업국가,위원회,미래창조과학부,체계_마련,국정기획위,방안,합동,보고,창업,창출,국정,육성,조성,정부,자문,집중,기획,논의,마련,집중적,공공,참여,체계"
20170601,전남일보,"""4차 산업혁명시대 '미래들'을 디자인한다""","미래_미래,4차_산업혁명_시대,광주,4차,미래_사회,비엔날레전시관,광주디자인비엔날레,미래들,4차_산업혁명,영국,국립아시아문화전당,특별전,디자,아시아,미래_일자리,광주_서구,광주디자인비엔날레_장동훈,미래_아젠더,산업혁명,본전시,4차_산업혁명시대_미래들,장동훈,광주디자인비엔날레_장동훈_총감독,이틀간_미래들,4th,174개_기업,스타트업_기업,특별프로젝트,4개,미래형_창업,문화전당,4차_산업혁명시대,광주_서구_라마다호텔,7회,기념_특별프로젝트,9일_문화전당,이틀간,총감독,비엔날레전시관_옆_야외광장,1인_디자,미래_라이프스타일,벤처창업_컨퍼런스,9일_문화전당_국제회의장,마스터_플랜,증강현실,한국,국내_저명_전문가,일본,베트남,중국"
20170601,국제신문,[데스크시각] 4차 산업혁명 시대에 살아남으려면 /오상준,"4차,산업혁명,4차_산업혁명,4차_산업혁명_시대,동아대,부산대,김관음행홀,상상력,특강_인문학,ai,9단,네이버,네이버_지식인_검색,지식인,이론서,선진국,네이버_지식인,공산주의,세계_역사,알파고,드마리스플러스뷔페,물리관,이세돌,이세돌_9단,23일_동아대,인문학,창의성,융합_교육,송성수_부산대,23일_동아대_부민캠퍼스_김관음행홀,경남고_역사,27일_부산대,송성수_부산대_물리교육과_교수,융합적_사고,발산_사고,미국,수렴_사고,영국,프랑스,한국병원경영연구원,정석훈,카이스트,특강_자리,27일_부산대_제1_물리관,학술대회,고등학교,원광연,필로아트랩_이지훈_대표,유럽,이지훈"
20170601,충청투데이,스마트시티 전략구축을 위한 정책포럼 열려,"스마트시티,중부대,공간정보_융복합,융복합,4차_산업혁명_시대,스마트시티_조성,산업혁명,고양시,스마트시티_조성_정책,4차,4차_산업혁명,고양시_스마트,충남,홍승용_중부대,융복합_공간정보,고양,충남연구원,한국건설기술연구원,주제발표,고양시_스마트_시티,중부대_도용호,홍승용_중부대_총장,중부대_도용호_교수,공간정보_융복합_사례,석학토론,4차_산업혁명_기술,클러스터,정책포럼,연구원장,2부,중부대_건축학,홍승용,30일_중부대,중부대_공과대학,2부_석학토론,융복합_공간정보_활용,한국건설기술연구원_김성식,융복합_시범단지,백남철,충남연구원_최돈정,강현수,1부_주제발표,양유길,고양시_iot,충남_지도,제4차_산업혁명,성공적_추진,김성식,필요성,고양지식정보산업진흥원"
20170601,충청투데이,충청공약 국정반영 ‘골든타임’ 잡아라,"지역_공약,4차,국정_기획,공통_공약,지역_현안,지방_공약,지역_공약_수요,공통_지방_공약,현안_반영,세종시,공통_지방,44개_공약,국정기획자문위,지역_대형_현안_반영,만큼_지역_현안,4차_산업혁명_육성,지방_공약_검토_tf,4차_산업혁명,골든타임,만큼_지역,4차_산업혁명_특별시_육성,충청,하지만,당_공통_공약,하지만_국정기획자문위,국정_기획_5개년_계획안,대통령_인수위원회,스마트시티,산업혁명_육성,국정기획자문위_기획분과,지역_정치권,초기_지역,특별시_육성,지역_대형,4차_산업특별시_육성,위원회,정부_출범,5개년,5개,자문위,산업혁명,기획분과,특별시,추진대전_4차,문재인_대통령,한편_국정기획자문위,4차_산업특별시,국정과제_반영,충남발전연구원,강현수"
20170601,충청투데이,청주시 노랑차·직지 디지털 전시관 빛났다,"청주시,노랑차,디지털_전시관_사업,청주시_정보화,청주시_노랑차,직지_디지털,노랑차_승하차_지원,직지_디지털_전시관,노랑차_승하차,전시관,디지털_전시관,승하차_지원,어린,시대별_정보화,정보화_추진,시민들,차세대_디지털,시대별_정보화_발전과정,에듀테인먼트,게임콘텐츠_기업지원_사업,주민등록,드림타운,31일_청주시,행정중심_정보화,가족_놀이_문화공간_제공,콘텐츠_구축,발전과정,차세대,정보문화,문화공간_제공,가족_놀이,일상생활_변화,6월_정보문화,유비쿼터스_시대,지능형_cctv_관제,통학안전_분야,사물인터넷,vr_드림타운,인공지능,빅데이터,vr,클라우드,세림이,세림이법,비콘,근거리무선통신,증강현실,박물관,산업혁명,4차"
20170601,영남일보,영남대-영남이공대 교류 협약,"서길수_영남대,서길수_영남대_총장,공유_학생,영남대,상호_공유,영남이공대,대학_출신,대학_재정난,교류_협약,교육콘텐츠_공동,영남대_서길수,전문대,상호_협력,영남대_서길수_총장,교육과정_공동_운영,공유_학생_상담,교육과정_공동,협력_도서관,31일_영남대_총장_접견실,일반대,산학협력,도서관,31일_영남대,대구,영남학원,상호_공유_입학,대학_재정난_속_대구,학교법인,영남이공대_박재훈_총장,공유_지역사회,편입생_확대_협력_도서관,서길수,접견실,총장_접견실,대학_출신_입학생,영남이공대_박재훈,취업_경쟁력,학교법인_영남학원,교육콘텐츠_공동_개발,공동_추진,학령인구_감소,집중화,산업혁명,경쟁력,대학재정_위기,공유_지역사회_봉사,재정난,취업_경쟁력_제고,제4차_산업혁명,학교법인_영남학원_소속"
20170601,한겨레,"[전치형, 과학의 언저리] 메인테이너-지키는 사람","메인테이너,바둑_인공지능,4차,김군,눈물,4차_산업혁명,인공지능,구의역_김군,김군들,산업혁명,인공지능_바둑,구의역,주말_김군,하지만,4차_산업혁명_시대,러셀,카이스트,열차_지연,커제,4차_산업혁명_담론,주행차,자율주행차,메인테인,반면_4차_산업혁명_시대,인공지능_바둑_프로그램_알파고,바둑_인공지능_등장,사람들,하지만_혁신가,산업혁명_시대,전치형_카이스트_과학기술정책대학원_교수,열차_지연_정보,미국,혁신가,세계_최정상급,유지보수_작업,작업_조건,무성의,손수레,가지_눈물,알파고,전치형_카이스트,바둑_실력,빈셀,스크린도어,서울,미국_학자_앤드루_러셀,과학기술정책대학원_교수,구의역_사고,19살,앤드루_러셀"
