일자,언론사,제목,중요키워드
20170702,매일경제,[MK 추천매물] 다산신도시 수익형 마트 상가 25억8천만원,"보증금,수익형,수익형_빌딩,역세권,강남구,코너_빌딩,강남,강남구_역세권_수익,강남구_역세권,서초구_역세권_수익형_빌딩,신축_빌딩,서초구_대로변_코너_빌딩,수익형_점포,보증금_3억,대로변_코너,보증금_4억,서초구_역세권,강남구_삼성역_수익형_빌딩,대로변,용산구_역세권_코너_빌딩,판교,서초구_대로변,수익형_마트_상가,중심상권_코너,서초구_역세권_신축_용지,3억,강남_스카이부동산중개,수익형_마트,동탄,보증금_8억,4억,보증금_5억,1층,신축_가능,평택,인근_중심상권,융자_3억,강남_엠스부동산중개,중심상권,마트_상가,강남_뉴스타부동산중개,다산신도시_수익형,마포구_홍대입구역세권_신축_빌딩,용산구_역세권,강남구_강남역,강남구_삼성역,9층_건물,8층_건물,5층_건물,기업구조조정_건물"
20170702,대전일보,대전시 '대전 도시공감' 3호 발간… 갑천친수구역 등 시정소식 담아,"도시공감,갑천_친수구역,대전시_대전_도시공감,대전시_대전,도시정책,대전_원도심,갑천,신고포상제,담아,3호_발간,분야_정책,대전시,3호,대전_스토리,대전_원도심_근대문화예술특구_지정,대표_도시정책,시_도시주택_분야_정책,부동산거래_신고포상제,대화동,부동산거래_신고포상제_시행,대전_스토리_투어_이야기,도시공감_소식지,원도심,신성호,도시개발사업_추진,대표_도시정책_정보지,성능여부_고지,시_신성호_도시주택국장,2017년_개별공시지가_공지,갑천_친수구역_조성사업,시정소식_담아,홈페이지,임차인,창간호,pdf_문서,전자책,맞춤형,2호,평촌지구,투어_이야기,공인중개사,2017년_개별공시지가,조성사업,평촌,부동산,구봉,구봉지구,근대문화예술특구_지정,의무화,시정이모저모"
20170702,한국일보,하반기 분양 23만 가구 봇물,"분양_물량,상반기,23만_가구,예정_물량,분양_23만_가구_봇물,분양_23만,전국_공급_예정_물량,가구_봇물,전국_미분양_물량,미분양_물량,청약_양극화,롯데캐슬,4만,청약_양극화_현상,2만,청약_양극화_심화,분양_물량_폭탄,23만,부동산,전국_미분양,전국_공급,서울,미분양,최대_규모,양극화_현상,청약_열기,청약_수요,부동산인포,권일,과천지식정보타운,상도동,동작구,7만,강남구,신길동,과천시,2002년_상반기,재건축,평택시,신안인스빌,화성시,영등포구,분양권_전매기간_강화,권일_부동산인포,동작구_상도동,과천시_과천지식정보타운,역세권_롯데캐슬,5월_대통령,롯데캐슬_945가구,화성시_동탄면_롯데캐슬_945가구"
20170702,한국일보,[인사]중앙미디어그룹 外,"팀장,호남청,지점장,조주환,논설위원,본부장,호남청_사회조사과장,마케팅팀장_조주환,편집장,부동산,jtbc,마케팅팀장_한정,최관봉_호남청,정명자_호남청,이용희,이의철,연구부,양영섭,강석범,오준식,장동환,이선정,정자영,채인택,김맹호,김영근,이상우,김도희,박경희,정승문,박민규,윤종혁,황범연,신동현,통계청,의약품,진미경,강호일,기상청,강양수,이해린,김종학,변상민,이상훈,김광기,부문장,연구소장,육근영,마케팅팀장_성기범,견정필"
20170702,한국일보,미래소득 반영해 대출한도 결정… 새 DTI 도입한다,"대출_한도,dti,전년도_소득,만큼_소득,전년도_소득_총액,대출자_소득,대출한도,dti_제도,관계자,전년도,하지만,만큼_소득_평가_때,50대,대출_조건,만큼,대출한도_결정,급증세,하지만_신_dti,대출자,가계부채_대책,가계부채_급증세,미래소득_반영,2019년_시행,한시적,성과금,미래소득,금융권_관계자,가능성,금융위원회_관계자,성과금_비중,50대_중년층,소득_창출능력,총부채,건축물,미지수,원리금,준비과정,활용방안,부동산,총부채원리금상환비율,금융당국,직장인,은행권,소득환산율,금융위원회,부채상환비율,구체적_시행시기,전년도_소득총액,단계_업그레이드,dsr"
20170702,중도일보,"대전시 ‘대전, 도시공감’ 제3호 발간","대전시_대전,도시주택_정책,대전시,대전시_도시주택_분야_정책,대전시_도시주택,신고포상제,갑천,도시주택_정책_전반,대전_원도심,신성호,분야_정책,대전_원도심_근대문화예술특구_지정,대전_스토리,대화동,성능여부_고지,성능여부_고지_의무화,도시정책,의무화,강우성,맞춤형_정보,맞춤형_정보_제공,원도심,도시공감,대전_스토리_투어_이야기,도시개발사업_추진,3호,도시정책_대표,부동산거래_신고포상제,갑천_친수구역,조성사업_진행,도시정책_대표_정보지,제3호_발간,신성호_시_도시주택국장,구봉지구,구봉,평촌,투어_이야기,강우성_기자_khaihideo,근대문화예술특구_지정,부동산,공인중개사,khaihideo,대전교도소,정보지,도시주택국장,국가정책,우수사례,시민들,제3호,소식지"
20170702,헤럴드경제,인천 십정2구역 주거환경개선사업 우선협상대상자 선정 관련 제안서 제출,"십정2구역,우선협상대상자_선정,인천도시공사,기업형,제안서_제출,제안서,우선협상대상자,인천_십정2구역,십정2구역_주거환경개선사업_기업형,안내서,십정2구역_주거환경개선사업,1개,사업자,인천,인천도시공사_이승우,정비사업_연계_기업형,토지등,주거환경개선사업_우선협상대상자,재입찰,이지스자산운용,인천도시공사_이승우_사업개발본부장,이승우,정비사업_연계,13일_제안서,입찰참여_안내서,부동산매매계약_절차,장애요인,십정,한국리츠협회,당사자,14일_재입찰,재입찰_공고,소유자,부동산,이지스,십정2구역_사업추진,평가서,임대사업자,이홍석,도시공사,헤럴드경제,대상자,각종_민원,본부장,사업개발본부장,선정기준,십정2_주민대표회의,정상화,이해_당사자들,토지등_소유자총회"
20170702,헤럴드경제,자영업 하루 2500곳 문닫는다…작년 91만개 폐업,"자영업자,전년_피상속인,피상속인,사업자,사업장,소득세,자진_납부,역대_최다,국세청,전년_피상속인_420명,자영업자_포화,양도세,부가세,법인세,부가가치세_납부,체납액,13조,70조,91만,50억,부가가치세_납부_의무,명단_공개,체납_명단,자영업_하루,하루_평균,하루_평균_3360개_사업장,자진_납부_세액,4개,헤럴드,2조,3억,자영업자_포화_상태,자영업_하루_2500곳_문,6조,4조,사상_최다,자영업,2500곳,1만,체납자,상속재산가액_총액,총액_5조,명단_공개_기준,체납_명단_공개자,증여재산가액,3360개_사업장,신규_고액,경제_상황,경기_개선,기업_구조조정"
20170702,한국경제,"한경 주식투자강연회 대구 엑스코서 개최 ""코스피 내년 2800 가능…4차 산업혁명주 주목""","금리_상승,4차,코스피지수_상승,주식시장_상승,신흥국_시장,팀장,주식시장_상승_전망,미국,4차_산업혁명,반도체,산업혁명,대구,코스피,코스피지수,코스피지수_상승_기조,주식시장,dquo,주택_투자_확대_추세,주택_투자,해외_주식시장,삼성증권,교역량,연구원,강세장,전문가들,한경,엑스코,신흥국,동반_상승,대구_엑스코,개최_코스피_내년,강연회,전문가,추가_상승,세계_교역량,확대_추세,삼성전자_반도체,4차_산업혁명_관련주들,4차_산업혁명_관련주,1일_대구_엑스코,한경_주식투자강연회_대구_엑스코,1일_대구,원어치,자동차,투자_기회,개최_코스피,이경락,업이익,교보증권,플랫폼_기업"
20170702,헤럴드경제,"6.19시행 D-1..풀 죽은 강북, 기 살아난 강남","분양권_전매_제한,잠실,서울,대출_규제,분양권,5천만,용산구,3일_대출규제,대출규제_강화_서민,대출규제_강화,강북,분양권_시장,6·19_대책,대출규제,분양_단지,아파트_용산센트럴파크해링턴스퀘어,견본주택,분양권_전매,아이파크,막판_분양,강남,안정_대책,막판_분양_견본주택_인산인해,국민은행,청약_과열_분위기,용산센트럴파크해링턴스퀘어,ltv_규제,dti,박원갑,아파트_잔금대출,dti_50%,청약_과열,반면_서민_아파트,견본주택_인산인해,청약_경쟁률,개포동,급매물,고급_주상복합_아파트_용산센트럴파크해링턴스퀘어,대책_발표_직후_5천만,부동산,분양권_전매제한,청약조정지역,인산인해,6.19_대책,ltv,서울_강동구,재건축,정비계획,서대문구,랜드마크시티"
20170702,파이낸셜뉴스,[文대통령 방미 결산] ‘한·미 FTA’ 어디로 가나.. 미국이 원하면 재협상 불가피,"fta,재협상,fta_재협상,미국,미국_양국,트럼프_미국,fta_재협상_합의,미국_대통령,트럼프_대통령,산업부,재협상_개시,fta_재협상_발언,관계자,양국_합의,도널드_트럼프_미국_대통령,fta_협의,산업부_관계자,미국_양국_정상,트럼프_의도,경우_트럼프_미국_대통령,fta_한쪽,산업부_관계자_주장,정상회담,한국,한국_정부,fta_실익,사실상_재협상_개시,도널드_트럼프,만큼_한국_정부,사실상_재협상,양국_균형,fta_실익_여부,만큼,트럼프_대통령_취임,만큼_한국,양국_균형_여부,tf,대응방안,fta_협의_채널,재협상_테이블,재협상_불가피,하지만_미국,도널드,이날_산업부,산업통상자원부_관계자,공동선언문,통상문제_tf,통상문제_tf_운영,가능성,철강_분야"
20170702,세계일보,‘거미줄 하청구조’… 대기업일수록 간접고용 많다,"근로자,여성_근로자,기간제_근로자,남성_근로자,기간제_근로자_비율,간접고용,기간제,간접고용_비율,기간제_비율,단시간_근로자,단시간_근로자_비중,여성_비중,남성_기간제,남성_비중,단시간,500인_미만_기업,5000인_미만,건설업,5000인,전년_대비_비율,대비_비중,500인_미만,5000인_이상_기업,시간제_일자리_비중,고용구조_개선,고용구조,비정규직_근로자,반면_전년_대비_비중,일자리,전년_대비,나영돈,4명,고용부,2배,하청구조,8만,고용부_나영돈,대기업,시간제_일자리,시간제,고용부_나영돈_노동시장정책관,근로자_고용형태,기업규모,경제활동_참여,3배_수준,아르바이트_수준,사업시설관리,고용형태공시_결과,임대업,노동시장정책관"
20170702,경향신문,오늘의 인사 - 2017년 7월 3일,"팀장,대학장,대학원장,본부장,실장_전보,연구실장,센터장,녹십자,편집장,조주환,부동산,지점장,소방서장,김영근,지사장,통계청_과장,독도,연구소장,김동태_대학원장,과장급,마케팅팀장_조주환,한국금융연구원_승진,대학원장_강민식,논설위원,선임_전무,의약품,김혜진,견정필,신규_선임,보도국장,박석호,최종윤,마케팅팀장_한정,민춘기,인문캠퍼스,정재후,최성희,한정희,오정일,최철연,오대영,이의철,장경식,대외협력처장_이희성,오택균,박경희,우병국,손진국,윤정한,김성회"
20170702,한국경제,[한상춘의 국제경제읽기] 강남 부동산시장이 외국인에 휘둘리면…그 파장은,"부동산,외국인,외국인_자금,부동산_시장,자산_효과,보유_자산,부동산_가격,가구_소비,주택_자산,가구_자산,소비_수준,한국_부동산,한국_부동산_시장,부동산_현물,부동산_제도,소비_지출,주택_가격,국내_부동산_시장,자금_유출,토지_보유,하지만,순수_외국인_비중,부정적_효과,1달러_증가,역자산_효과,아파트_가격,국내_부동산_가격_변동,때_외국인_자금_유출,미국,하지만_강남_아파트,순수_외국인,주택_소유,외국인_자금_이탈,외국인_자금_유출입,강남,지출_감소,하지만_강남,1달러,한국,소득_수준,윔블던,자금_조달,가구_자산_구성,부동산_대책,윔블던_현상,가격_변동,그린스펀,행동주,하지만_국부_유출,역자산"
20170702,세계일보,[마이머니] 저렴한 가격에 내집 마련·물건 구입 꿈 이루세요,"온비드_거래,온비드,사이트_온비드,공매_물건,캠코_온비드,캠코,중고차_거래,연간_낙찰,기준_연간,공매_사이트_온비드,부동산,보증금,평소_경매,중고차,온비드_사이트,공매_사이트,온라인_공매_사이트_온비드,실시간,연간_낙찰_건수,하지만_캠코,각종_물건들,보증금_5%,공매_리스트,입소문,온라인_공매,누적_낙찰,기준_연간_19만,물건들,하지만,사설_경매,입찰대상_물건,증가세,사람들,누적_낙찰_건수,2017년_4월,5%_정도_수준,공매_리스트_목록,5년_전_연간_12만,불가능,이하일,근저당권,5%_정도,연간_12만,서울보증보험,a씨,기준_전국,종류별_검색,기준_전국_1만,공공기관,단순_변심"
20170702,한겨레,2분기 100대 브랜드…아파트 브랜드가치 크게 올라,"브랜드_가치,100대_브랜드,2분기_100대_브랜드,10위,롯데백화점_브랜드_가치,2분기_대한민국_100대_브랜드,브랜드_가치_변동_추이,2분기_100대,롯데백화점_브랜드,브랜드스탁,브랜드_가치_평가회사,1분기_15위,스탁,구글,브랜드스탁_증권거래소,증권거래소,2분기_대한민국,부동산_투기,투기_수요,1분기_9위,아파트_브랜드들,편한세상,5계단,_2계단_상승,2017년_2분기,부동산,2계단,15위,부동산_투기_조짐,투기_수요_억제,변동_추이,롯데백화점,브랜드들,대한민국,브랜드_주가지수,모의주식_거래,정부_규제,정부_출범,케이비,89위,네이버,96위,66위,싱가포르항공,2011년_3분기,이마트,94위,신한카드,카카오톡,신라면"
